ID,entrytype,title,author,year,journal,volume,number,pages,month,note,publisher,address,abstract
FitzpatrickMadison2015AMoM,,Agent-Based Modeling of Mode Choice with Dynamic Attitudes and Social Influence,"Fitzpatrick, Madison",2015,,,,,,,ProQuest Dissertations & Theses,,"Models of travel behavior are important tools for understanding how people make choices in the context of everyday activity and travel, and they are used to help predict the consequences of infrastructure and policy decisions. Traditionally, these models were built on a foundation of economic theory, and they focused on representing calculated trade-offs between factors such as time, money, and comfort. However, research on the psychology of human decision-making has made it clear that our decisions may be driven as much by social influence, personal bias, and habit as by reasoned trade-offs. In addition, we often make decisions in concert with others, whether for the purpose of participating in activities together or sharing limited resources. Considering this, it is clear that social and psychological factors could be crucial drivers of travel patterns. Recent studies have shown that these factors do have important effects, and this topic is the focus of increasing interest in the transportation community. This research is designed to contribute to our understanding of travel behavior by investigating the effects of modeling dynamic attitudes and social interactions in an agent-based travel behavior simulation. There are three valuable insights that this work aims to generate. The first is a fuller understanding of how to simulate these cognitive processes in a way that best reflects our current knowledge of how they work and what their effects are. The second is an understanding of how the specification of model parameters related to these behavioral processes affects mode attitudes and the resulting mode shares. The third is an understanding of how characteristics of the transportation network or the population can affect these two outcomes, and how the inclusion of these additional cognitive processes changes these effects. An initial study was carried out using a small-scale transportation network and population, implemented in the Netlogo agent-based modeling platform. The goal was to construct a model in which mode choice depends in part on attitudes about travel modes. These attitudes evolve over the course of the simulation in response to experiences on the transportation network and influence from the social network, which also changes dynamically. The advantage of this platform was that it provided a practical framework to explore modeling assumptions without the necessity of collecting empirical data. However, this initial study made clear that there would be additional value in testing such a model in larger-scale, more realistic context. Thus, the model was implemented with additional improvements in MATSim, a transportation simulation software package that provided the capability to apply the model to the city of Chicago. A series of simulations were conducted to address the second and third research goals described above. The results indicate that the inclusion of dynamic attitudes and social networks in a mode choice model leads to some surprising findings that merit further exploration. For example, in these simulations, social influence plays a much greater role than travel experience memories in the process of dynamically updating mode attitudes. Interestingly, there is potentially a tipping point phenomena occurring in the social network, in which an abrupt change in mode share takes place midway through the simulation. Initial mode attitudes have strong effects on the mode share outcomes, while mode performance levels have surprisingly little impact. Further simulation and analysis would be necessary to verify the hypothesized underlying causes of these observations, but it is clear that the inclusion of dynamic attitudes and social networks in a model of mode choice provides a framework for studying cognitive processes that may have a significant affect on travel behavior."
MertensAnouk2016CMaA,,Context Matters—Using an Agent-Based Model to Investigate the Influence of Market Context on the Supply of Local Biomass for Anaerobic Digestion,"Mertens, Anouk and Van Meensel, Jef and Mondelaers, Koen and Lauwers, Ludwig and Buysse, Jeroen",2016,Bioenergy research,9,1,132-145,,,Springer US,New York,"Biogas plant managers often face difficulties in obtaining feedstock at stable and affordable prices. The context in which the biogas plant manager needs to purchase the feedstock could be important when the biomass is also used in valorization trajectories besides anaerobic digestion. Using a combination of qualitative research and agent-based modelling, we investigated the effect of market context on the purchase of local biomass for anaerobic digestion. This paper details the institutional arrangements of our case study, the silage maize market in Flanders and the results of a scenario analysis, simulating nine different market contexts. Silage maize is an interesting case study, as it is both used for feed by farmers and as an input in biogas plants. The results show that mainly the time of entry into the market explains the difficulties in obtaining a stable supply of silage maize to biogas plants. Furthermore, we found a silage maize price increase for farmers in competition with a biogas plant, especially in case of a silage maize deficit in the market. The different institutional arrangements used have no significant effect. Our findings may guide biogas plant managers in assessing and reducing the consequences of the establishment of a biogas plant, competing for local biomass resources."
MillingtonJDA2017IMAf,,Integrating Modelling Approaches for Understanding Telecoupling: Global Food Trade and Local Land Use,"Millington, JDA and Xiong, H and Peterson, S and Woods, J",2017,,,,,,,mdpi,,"The telecoupling framework is an integrated concept that emphasises socioeconomic and environmental interactions between distant places. Viewed through the lens of the telecoupling framework, land use and food consumption are linked across local to global scales by decision-making agents and trade flows. Quantitatively modeling the dynamics of telecoupled systems like this could be achieved using numerous different modelling approaches. For example, previous approaches to modelling global food trade have often used partial equilibrium economic models, whereas recent approaches to representing local land use decision-making have widely used agent-based modelling. System dynamics models are well established for representing aggregated flows and stores of products and values between distant locations. We argue that hybrid computational models will be useful for capitalising on the strengths these different modelling approaches each have for representing the various concepts in the telecoupling framework. However, integrating multiple modelling approaches into hybrid models faces challenges, including data requirements and uncertainty assessment. To help guide the development of hybrid models for investigating sustainability through the telecoupling framework here we examine important representational and modelling considerations in the context of global food trade and local land use. We report on the development of our own model that incorporates multiple modelling approaches in a modular approach to negotiate the trade-offs between ideal representation and modelling resource constraints. In this initial modelling our focus is on land use and food trade in and between USA, China and Brazil, but also accounting for the rest of the world. We discuss the challenges of integrating multiple modelling approaches to enable analysis of agents, flows, and feedbacks in the telecoupled system. Our analysis indicates differences in representation of agency are possible and should be expected in integrated models. Questions about telecoupling dynamics should be the primary driver in selecting modelling approaches, tempered by resource availability. There is also a need to identify appropriate modelling assessment and analysis tools and learn from their application in other domains."
ElsenbroichCorinna2016Tsoc,,The simplicity of complex agents: a Contextual Action Framework for Computational Agents,"Elsenbroich, Corinna and Verhagen, Harko",2016,Mind & society,15,1,131-143,,,Springer Berlin Heidelberg,Berlin/Heidelberg,"Collective dilemmas have attracted widespread interest in several social sciences and the humanities including economics, sociology and philosophy. Since Hardin’s intuitive example of the Tragedy of the Commons, many real-world public goods dilemmas have been analysed with a wide ranging set of possible and actual solutions. The plethora of solutions to these dilemmas suggests that people make different kinds of decision in different situations. Rather than trying to find a unifying kind of reasoning to capture all situations, as the paradigm of rationality has done, this article develops a framework of agent decision-making for social simulation, that takes seriously both different kinds of decision making as well as different interpretations of situations. The Contextual Action Framework for Computational Agents allows for the modelling of complex social phenomena, like dilemma situations, with relatively simple agents by shifting complexity from an agent’s cognition to an agent’s context."
cdi_springer_books_10_1007_978_3_031_10545_6_20,,A Web-Based Dashboard for Estimating the Economic and Ecological Impacts of Land Use Class Changes for Key Land Patches,"Bayram, Alper and Marvuglia, Antonino",,,,,281-293,,,Springer International Publishing,Cham,"The increasing pressure on land coming from the raising needs of a fast-growing population puts public and private landowners and decision makers in front of difficult choices concerning the best use of limited land resources. On one hand, agricultural land and grassland need to be used to support human food requirements. On the other hand, these land uses create trade-offs with other ecosystem functions, assets and services, such as ecological connectivity, biodiversity and natural habitat maintenance. In this paper a prototype web-based dashboard is presented, that aims at allowing a fully-fledged calculation of the economic and environmental trade-offs between different land uses of any land patch (excluding urban areas and infrastructures) and in the Grand Duchy of Luxembourg. An agent-based model (ABM) coupled with life-cycle assessment (LCA) runs on the background of the dashboard. The coupled model allows the simulation of the farm business and the calculation of the revenues made by farmers in every land patch under different farm management scenarios. Crossing the information coming from the model with other tools would also allow to integrate local environmental trade-offs, such as degradation of local habitats or ecological connectivity, and not only global ones defined in a non-spatialized way. The dashboard has a potentially high value to inform policy, strategies, or specific actions (e.g., environmental stewardship programs that integrate economic convenience as a condition) and has the necessary flexibility to integrate new aspects related to territorial analyses as they become available."
KoppT2018IITb,,Identifying Influential Traders by Agent Based Modelling,"Kopp, T and Salecker, J",2018,,,,,,,,,"Understanding individual traders' channel choices is important to policy makers because it yields information on which channels are effective in transmitting information. Since trading networks are characterised by feedback mechanisms along several dimensions they can be understood as complex adaptive systems. Conventional approaches, such as regression analysis, face severe drawbacks when modelling these since endogeneity is omnipresent. Instead, they are best studied via agent based modelling. This paper applies an ABM to the empirical example of rubber trade in Indonesia, which is a dense network. Results indicate that the decision for traders' channel choices are mostly driven by physical distance and debt obligations, and to a minor extent by peer-interaction. Acknowledgement : Financial support from the German Research Foundation (DFG) within Collaborative Research Centre 990 Ecological and Socioeconomic Functions of Tropical Rainforest Transformation Systems in Sumatra, Indonesia (CRC990) is greatly appreciated. Thomas Kopp thanks DFG for generous support within project KO 5269/1-1. Valuable assistance in literature search was provided by Stefan Moser."
FilatovaTatiana2015Ealm,,Empirical agent-based land market: Integrating adaptive economic behavior in urban land-use models,"Filatova, Tatiana",2015,"Computers, environment and urban systems",54,,397-413,,,Elsevier Ltd,OXFORD,"The ODD+D description of an economic agent-based housing market model is presented.� Urban economics and hedonic analysis are combined in a bilateral trade market with a GIS landscape.� Merging empirical data from various sources requires adjustment of the empirical demand for housing to the simulated one. Heterogeneity in agents� incomes and preferences is essential when modeling heterogeneous housing goods.� Market with adaptive price expectation produces non-marginal changes in price dynamics. This paper introduces an economic agent-based model of an urban housing market. The RHEA (Risks and Hedonics in Empirical Agent-based land market) model captures natural hazard risks and environmental amenities through hedonic analysis, facilitating empirical agent-based land market modeling. RHEA is well grounded in economic theory and uses rich spatial data and econometric analysis. It moves beyond the existing work by explicitly simulating the emergence of property prices and their spatial distribution under adaptive price expectations of heterogeneous agents, advancing toward empirical modeling of agent-based land markets. At the same time RHEA operates in a realistic GIS landscape where realtor and households agents form ask and bid prices using empirical hedonic price functions. The simulation results demonstrate that this combination of theoretically sound micro-foundations in agents’ behavior and empirical data is feasible. This opens opportunities to explore various methodological and policy-relevant research questions including exploration of abrupt non-marginal changes in markets and regime shifts in coupled socio-environmental systems."
BoyerChristopherN.2014Cavp,,Common-value auction versus posted-price selling: an agent-based model approach,"Boyer, Christopher N. and Brorsen, B. Wade and Zhang, Tong",2014,Journal of economic interaction and coordination,9,1,129-149,,,Springer Berlin Heidelberg,Berlin/Heidelberg,"Previous theoretical work has compared a private-value auction and posted-price market, and an affiliated-value auction and a posted-price market to determine the selling method preferred by sellers. Much less, however, is known about the seller’s preferred selling method when the buyers have a common value of the item. Our objective is to determine if a first-price auction or a posted-price market provides a seller with the larger expected revenue when buyers have a common value of the item being sold. An agent-based posted-price market and an agent-based first-price common-value auction with a reserve price are developed to compare these selling methods. Holding the buyers’ uncertainty about the value of the item constant, the seller prefers the posted-price market when the seller has no uncertainty about the item’s value. When the seller has an equal level of uncertainty as the buyers, the seller’s expected revenue for each market is similar. As the seller’s uncertainty increases beyond the level of the buyers’ uncertainty, the auction with a reserve price eventually becomes the preferred choice."
SchwoonMalte2006Stao,,Simulating the adoption of fuel cell vehicles,"Schwoon, Malte",2006,Journal of evolutionary economics,16,4,435-472,,,Springer Nature,NEW YORK,"Supply security and environmental concerns associated with oil call for an introduction of hydrogen as a transport fuel. To date, scenario studies of infrastructure build-up and sales of fuel cell vehicles (FCVs) are driven by cost estimates and technological feasibility assumptions, indicating that there is a ""chicken and egg problem""; Car producers do not offer FCVs as long as there are no hydrogen filling stations, and infrastructure will not be set up unless there is a significant number of FCVs on the road. This diffusion barrier is often used as an argument for a major-(public) infrastructure program, neglecting the fact that the automobile market is highly competitive and car producers, consumers, and filling station operators form an interdependent dynamic system, where taxes influence technology choice. In this paper, an agent-based model is used that captures the main interdependencies to simulate possible diffusion paths of FCVs. The results suggest that a tax on conventional cars can successfully promote diffusion even without a major infrastructure program. However, consumers and individual producers are affected differently by the tax, indicating that differently strong resistance towards such a policy can be anticipated. Moreover, there is evidence that some producers might benefit from cooperation with filling station operators to generate a faster build-up of infrastructure."
KöhlerJonathan2009Atmf,,A transitions model for sustainable mobility,"Köhler, Jonathan and Whitmarsh, Lorraine and Nykvist, Björn and Schilperoord, Michel and Bergman, Noam and Haxeltine, Alex",2009,Ecological economics,68,12,2985-2995,,,Elsevier B.V,AMSTERDAM,"This paper reports on the development of a model for assessing transitions to sustainable mobility. The model uses the concepts of transition theory as a framework for assessing possible pathways by which a transition to a sustainable mobility society might happen. The modelling approach combines agent-based modelling techniques with a system dynamics structure. It is original in that there are two levels of agent. There are a small number of complex agents, which have an internal structure and are therefore subsystems within society, and a larger number of simple agents. Based on the UK data, the results show that Hydrogen Fuel Cell Vehicles (FCVs) come to dominate, but only in the very long run (after 2030), while biofuels and ICE (Internal Combustion Engine)-electric hybrids are the main alternatives to the regime in the next 10–30 years, because a) they are already developed and b) they fit better into current infrastructures. The model shows that technological transitions are most likely. Lifestyle change transitions require sustained pressure from the environment on society and behavioural change from consumers."
V.KSreekanth2017Edmf,,Equity-constrained dispatching models for emergency medical services,"V.K, Sreekanth and Roy, Ram Babu",2017,Team performance management,23,2-Jan,28-45,,,Emerald Publishing Limited,BINGLEY,"Purpose The purpose of this paper is to apply agent-based modeling and simulation concepts in evaluating different approaches to solve ambulance-dispatching decision problems under bounded rationality. The paper investigates the effect of over-responding, i.e. dispatching ambulances even for doubtful high-risk patients, on the performance of equity constrained emergency medical services. Design/methodology/approach Agent-based modeling and simulation was used to evaluate two different dispatching policies: first, a policy based on maximum reward, and second, a policy based on the Markov decision process formulation. Four equity constraints were used: two from the patients’ side and two from the providers’ side. Findings The Markov decision process formulation, solved using value iteration method, performed better than the maximum reward method in terms of number of patients served. As the equity constraints conflict with each other, at most three equity constraints could be enforced at a time. The study revealed that it is safe to over-respond if there is uncertainty in the risk level of the patients. Research limitations/implications Further research is required to understand the implications of under-responding, where doubtful high-risk patients are denied an ambulance service. Practical implications The need for good triage system is apparent as over-responding badly affects the operational budget. The model can be used for evaluating various dispatching policy decisions. Social implications Emergency medical services have to ensure efficient and equitable provision of services, from the perception of both patients and service providers. Originality/value The paper applies agent-based modeling to equity constrained emergency medical services and highlights findings that are not reported in the existing literature."
GreiffMatthias2013Ratp,,Rewards and the private provision of public goods on dynamic networks,"Greiff, Matthias",2013,Journal of evolutionary economics,23,5,1001-1021,,,Springer Berlin Heidelberg,Berlin/Heidelberg,"We study an evolutionary model of a public good game with rewards played on a network. Giving rewards to contributors transforms the game but gives rise to a second-order dilemma. By allowing for coevolution of strategies and network structure, the evolutionary dynamics operate on both structure and strategy. Players learn with whom to interact and how to act and can overcome the second-order dilemma. More specifically, the network represents social distance which changes as players interact. Through the change in social distance, players learn with whom to interact, which we model using reinforcement dynamics. We find that, for certain parameter constellations, a social institution, prescribing prosocial behavior and thus solving the second-order dilemma, can emerge from a population of selfish players. Due to the dynamic structure of the network, the institution has an endogenous punishment mechanism ensuring that defectors will be excluded from the benefits of the institution and the public good will be supplied efficiently."
KwakkelJanH.2014AEAo,,An Exploratory Analysis of the Dutch Electricity System in Transition,"Kwakkel, Jan H. and Yücel, Gönenç",2014,Journal of the knowledge economy,5,4,670-685,,,Springer US,Boston,"Recent contextual developments constitute a backdrop of change for the Dutch electricity system. Institutional change driven by liberalization, changing economic competitiveness of the dominant fuels, new technologies, and changing end-user preferences regarding electricity supply are some examples of these developments. This paper explores plausible transition trajectories in the face of these developments given technological uncertainty about investment and operating costs, and fuel efficiency of various alternative technologies; political uncertainty about future CO 2 abatement policies such as emission trading; and socio-economic uncertainty about fuel prices, investment decisions of suppliers, and load curves. Various alternative developments for these uncertainties are specified. The consequences of each of these alternative developments are assessed using an agent-based model of the Dutch electricity system. The outputs are analyzed using various data-mining and data visualization techniques in order to reveal arch-typical transition trajectories and their conditions for occurring. Policy recommendations are derived from this. The results indicate that most transition trajectories point towards a future energy supply system that is reliant on clean coal and gas. Under the explored uncertainties, only rarely a transition to renewables occurs. The various sustainable energy support programs appear to be ineffective in steering the energy supply system towards a more sustainable mode of functioning across the various uncertainties."
GazdaVladimír2012Abmo,,Agent based model of a simple economy,"Gazda, Vladimír and Gróf, Marek and Horváth, Július and Kubák, Matúš and Rosival, Tomáš",2012,Journal of economic interaction and coordination,7,2,209-221,,,Springer-Verlag,Berlin/Heidelberg,"This article proposes a model of a simple economy based on a set of agent-based modeling principles. The model is based on the “trust game” formulated by Berg et al. (Games Econ Behav 10:122–142, 1995 ), and anticipates a random matching of partners taking in to account adaptive agent behavior. Simulation in the NetLogo programming environment, using profile distributions obtained from empirical studies, has shown the most successful agents to posses low parameters of trust in the role of Sender and high parameters of trustworthiness in the role of Receiver."
ŠperkaRoman2017TIOS,,THE IMPACT OF SALES SERVICE IN MAREA TRADING SIMULATION UNDER CHANGING ENVIRONMENT CIRCUMSTANCES,"Šperka, Roman and Halaska, Michal",2017,Equilibrium (Toruń ),12,2,355-371,,,Institute of Economic Research,OLSZTYN,"Research background: Managerial scientists use a lot of modelling techniques for business processes. In this paper we are focused on agent-based modelling and simulations, which emerged in the last two decades as a new approach. Autonomous and interacting intelligent agents are able to model and simulate complex systems in the business sphere. With the use of agent-based modelling and simulations we are able to understand how macro level outcomes are affected by micro level processes and vice versa. Purpose of the article: The purpose of the paper is to introduce recent development in the area of agent-based modelling and simulations focused on the business domain. Managers often have to make difficult decisions under the uncertainty and high risks. Agent-based modelling can provide powerful tools for lowering those risks through a possibility of running experiments, which is normally impossible in economics. In the second part we want to support the usefulness of agent-based simulations with our own simulations. Methods: The method used in this article is an agent-based simulation in a multi-agent system. We use a framework called MAREA. It is a simulation environment with integrated ERP system based on REA ontology. Our simulation model is based on a retail company that sells electronics. For simplicity, in our setup we trade with computer cables. Findings & Value added: In our simulations we experimented with the quality of sales service provided by company’s sales representatives. We investigated the impact of quality of sales service on company KPIs under the changing environment circumstances represented by disturbance agent. The quality of sales service is a part of quality of service and thus it affects the perception of brand and loyalty of customers towards the company. In our simulation setup we work with two types of customers, long-term customers and new ones. The result is that quality of sales service has mostly positive effects on company KPIs."
BernardinoJoãoP.R.2013Opca,,On positional consumption and technological innovation: an agent-based model,"Bernardino, João P. R. and Araújo, Tanya",2013,Journal of evolutionary economics,23,5,1047-1071,,,Springer Berlin Heidelberg,Berlin/Heidelberg,"Positional behaviour is arguably a source of social externalities. Remedies for this market failure are defended by some authors and rejected by others. One of the issues discussed is the role that the competition for positional goods may have in generating technological innovation. This article aims to contribute to the understanding of the dynamics of this process through the use of an agent-based model. Simulations show a plausible dynamics of the process of technological innovation as generated by consumption of positional nature. An interpretation of the results in the scope of the policy discussion in question is provided. The influence of key factors such as income inequality, the materialization of the Hirsch conjecture, and characteristics of the network of relative preferences, is analised. We also frame the potential interest of positional consumption and this model in particular in the context of the ongoing discussion among evolutionary economists on the behaviour of demand."
GeisendorfSylvie2016Tiop,,The impact of personal beliefs on climate change: the “battle of perspectives” revisited,"Geisendorf, Sylvie",2016,Journal of evolutionary economics,26,3,551-580,,,Springer Berlin Heidelberg,Berlin/Heidelberg,"The paper proposes a multi-agent climate-economic model, the “battle of perspectives 2.0”. It is an updated and improved version of the original “battle of perspectives” model, described in Janssen ( 1996 ) and Janssen/de Vries ( 1998 ). The model integrates agents with differing beliefs about economic growth and the sensitivity of the climate system and places them in environments corresponding or non-corresponding to their beliefs. In a second step, different agent types are ruling the world conjointly. Using a learning procedure based on some operators known from Genetic Algorithms, the model shows how they adapt wrong beliefs over time. It is thus an evolutionary model of climate protection decisions. The paper argues that such models may help in analyzing why cost-minimizing protection paths, derived from integrated assessment models à la Nordhaus/Sztorc ( 2013 ), are not followed. Although this view is supported by numerous authors, few such models exist. With the “battle of perspectives 2.0” the paper offers a contribution to their development. Compared to the former version, more agent types are considered and more aspects have been endogenized."
LavičkaH.2016Sitw,,Sand in the wheels or wheels in the sand? Tobin taxes and market crashes,"Lavička, H. and Lichard, T. and Novotný, J.",2016,International review of financial analysis,47,,328-342,,,Elsevier Inc,NEW YORK,"The recent economic crisis revived interest in financial transaction taxes (FTTs) as a means to offset negative risk externalities. However, up-to-date academic research does not provide sufficient insights into the effects of transaction taxes on financial markets as the literature has here-to-fore been focused too narrowly on Gaussian variance as a measure of volatility. In this paper, we argue that it is imperative to understand the relationship between price jumps, Gaussian variance, and FTTs. While Gaussian variance is not necessarily a problem in itself, the non-normality of return distribution caused by price jumps affects not only the performance of many risk-hedging algorithms but directly influences the frequency of catastrophic market events. To study the aforementioned relationship, we use an agent-based model of financial markets. Its results show that the relationship between FTTs and price jumps is intricate. This result implies that regulators may face a trade-off between overall variance and price jumps when designing optimal tax. •We study an artificial financial market using an agent-based model and Monte Carlo.•We study the impact of the financial transaction tax (FTT) on the price process.•We focus on overall volatility and distinguish Gaussian noise from price jumps.•Imposing FTT increases overall volatility together with rate of price jumps.•The impact of FTT is non-linear."
LiechtyJosephC.2023TCBS,,Trade-Off Characterization Between Social and Environmental Impacts Using Agent-Based Product Adoption Models and Life Cycle Assessment,"Liechty, Joseph C. and Mabey, Christopher S. and Mattson, Christopher A. and Salmon, John L. and Weaver, Jason M.",2023,Journal of mechanical design (1990),145,3,,,,ASME,NEW YORK,"Meeting the United Nations (UN) sustainable development goals efficiently requires designers and engineers to solve multi-objective optimization problems involving trade-offs between social, environmental, and economical impacts. This paper presents an approach for designers and engineers to quantify the social and environmental impacts of a product at a population level and then perform a trade-off analysis between those impacts. In this approach, designers and engineers define the attributes of the product as well as the materials and processes used in the product’s life cycle. Agent-based modeling (ABM) tools that have been developed to model the social impacts of products are combined with life cycle assessment (LCA) tools that have been developed to evaluate the pressures that different processes create on the environment. Designers and engineers then evaluate the trade-offs between impacts by finding non-dominated solutions that minimize environmental impacts while maximizing positive and/or minimizing negative social impacts. Product adoption models generated by ABM allow designers and engineers to approximate population level environmental impacts and avoid Simpson’s paradox, where a reversal in choices is preferred when looking at the population level impacts versus the individual product-level impacts. This analysis of impacts has the potential to help designers and engineers create more impactful products that aid in reaching the UN sustainable development goals."
LiuHelin2016IGdi,,Incorporating GIS data into an agent-based model to support planning policy making for the development of creative industries,"Liu, Helin and Silva, Elisabete A. and Wang, Qian",2016,Journal of geographical systems,18,3,205-228,,,Springer Berlin Heidelberg,Berlin/Heidelberg,"This paper presents an extension to the agent-based model “Creative Industries Development–Urban Spatial Structure Transformation” by incorporating GIS data. Three agent classes, creative firms, creative workers and urban government, are considered in the model, and the spatial environment represents a set of GIS data layers (i.e. road network, key housing areas, land use). With the goal to facilitate urban policy makers to draw up policies locally and optimise the land use assignment in order to support the development of creative industries, the improved model exhibited its capacity to assist the policy makers conducting experiments and simulating different policy scenarios to see the corresponding dynamics of the spatial distributions of creative firms and creative workers across time within a city/district. The spatiotemporal graphs and maps record the simulation results and can be used as a reference by the policy makers to adjust land use plans adaptively at different stages of the creative industries’ development process."
GrazziniJakob2013Idia,,Information dissemination in an experimentally based agent-based stock market,"Grazzini, Jakob",2013,Journal of economic interaction and coordination,8,1,179-209,,,Springer-Verlag,Berlin/Heidelberg,"This paper builds an agent-based model to reproduce the results of an experimental stock market that studies how the market aggregates private information. The aim is to use experiments and agent-based modeling to analyze the trading behavior in experimental stock markets. Using the experimental environment and results, it is possible to formulate a hypothesis about the subjects’ behavior and thereby formalize (algorithmically) the trading behavior in an agent-based model. This may lead to a better understanding of how the market converges to an equilibrium and of the mechanism that allows dissemination of private information in the market."
NejadMohammadG2016Oipf,,Optimal introductory pricing for new financial services,"Nejad, Mohammad G and Kabadayi, Sertan",2016,Journal of financial services marketing,21,1,34-50,,,Palgrave Macmillan UK,London,"Financial services institutions often provide special introductory prices to new customers who sign up for their services such as credit cards, credit monitoring services and online stock trading. Despite their prevalence, the decision to provide introductory prices to new customers entails challenges for decision makers. Providing small incentives may not perceptibly affect the adoption of the service while providing a large incentive leads to the loss of revenue and profits. As a result, the effectiveness of such activities on firm profitability remains largely unexplored. This study seeks to address this gap in the literature by exploring optimal introductory pricing of a financial service. Employing agent-based simulation experiments, we find that offering introductory discounts significantly increases a firm’s net present value (NPV) of profits. Moreover, the findings suggest the amount of discount and the duration of time that a new customer receives the discount are critical factors in determining the NPV of profits. The research and managerial implications are discussed."
BholeBharat2015WCaD,,Word-of-Mouth Communication and Demand for Products with Different Quality Levels,"Bhole, Bharat and Hanna, Bríd G.",2015,Computational economics,46,4,627-651,,,Springer US,New York,"We analyze a market with two product alternatives that differ in quality. Consumers choose between these products based on consumer reviews and their own experience. We examine how the market share of the superior product is affected by (i) the number of reviews obtained by consumers; and (ii) the type of information conveyed in these reviews. We find that when consumers randomly sample reviews from the entire population, an increase in the number of reviews can decrease the market share of the superior product. This, however, is not the case when consumers seek out reviews on each product. Further, we find that the market share of the superior product can be significantly lower when reviews convey subjective satisfaction compared to when they convey objective payoffs. This effect depends on the degree of heterogeneity in consumer expectations."
AiyegbusiOlufemi2013TAcm,,The Alberta carbon market: An exploration of alternative policy options through agent-based modeling,"Aiyegbusi, Olufemi",2013,,,,,,,ProQuest Dissertations & Theses,,"Our study examines some design alternatives for a carbon market by exploring the fledgling Alberta carbon market. We attempt to evaluate the performance of these designs on the bases of trade volume, cost efficiency and stability. To achieve this we construct an empirically-calibrated but simple agent-based model, certain aspects of which we selectively modify to incorporate various design options. We make comparisons among these options based on data simulated from the ensuing family of models. We find strong evidence that in general, market design features such as source-of-credits, the scale of the market, and pricing-mechanism are very important considerations that influence the performance of the market. In addition, we find support for the notion that the level of the price cap relative to the average cost of abatement in the market matters, and beyond a threshold, higher price caps are associated with lower levels of performance."
YehChia-Hsuan2013Dplh,,Do price limits hurt the market?,"Yeh, Chia-Hsuan and Yang, Chun-Yi",2013,Journal of economic interaction and coordination,8,1,125-153,,,Springer-Verlag,Berlin/Heidelberg,"Under an artificial stock market composed of bounded-rational and heterogeneous traders, this paper examines whether or not price limits generate the negative effects on the market. Through testing the volatility spillover hypothesis, the delayed price discovery hypothesis, and the trading interference hypothesis, we find that no evidence of volatility spillover is observed. However, the phenomena of delayed price discovery and trading interference indeed exist, and their significance depends on the level of the price limits."
DislichClaudia2018Lcio,,Land-use change in oil palm dominated tropical landscapes-An agent-based model to explore ecological and socio-economic trade-offs,"Dislich, Claudia and Hettig, Elisabeth and Salecker, Jan and Heinonen, Johannes and Lay, Jann and Meyer, Katrin M. and Wiegand, Kerstin and Tarigan, Suria",2018,PloS one,13,1,e0190506-e0190506,,,Public Library Science,SAN FRANCISCO,"Land-use changes have dramatically transformed tropical landscapes. We describe an ecological- economic land-use change model as an integrated, exploratory tool used to analyze how tropical land-use change affects ecological and socio-economic functions. The model analysis seeks to determine what kind of landscape mosaic can improve the ensemble of ecosystem functioning, biodiversity, and economic benefit based on the synergies and trade-offs that we have to account for. More specifically, (1) how do specific ecosystem functions, such as carbon storage, and economic functions, such as household consumption, relate to each other? (2) How do external factors, such as the output prices of crops, affect these relationships? (3) How do these relationships change when production inefficiency differs between smallholder farmers and learning is incorporated? We initialize the ecological-economic model with artificially generated land-use maps parameterized to our study region. The economic sub-model simulates smallholder land-use management decisions based on a profit maximization assumption. Each household determines factor inputs for all household fields and decides on land-use change based on available wealth. The ecological sub-model includes a simple account of carbon sequestration in above-ground and below-ground vegetation. We demonstrate model capabilities with results on household consumption and carbon sequestration from different output price and farming efficiency scenarios. The overall results reveal complex interactions between the economic and ecological spheres. For instance, model scenarios with heterogeneous crop-specific household productivity reveal a comparatively high inertia of land-use change. Our model analysis even shows such an increased temporal stability in landscape composition and carbon stocks of the agricultural area under dynamic price trends. These findings underline the utility of ecological- economic models, such as ours, to act as exploratory tools which can advance our understanding of the mechanisms underlying the trade-offs and synergies of ecological and economic functions in tropical landscapes."
FerreiraL2011Nasf,,Normative agent-based simulation for supply chain planning,"Ferreira, L and Borenstein, D",2011,The Journal of the Operational Research Society,62,3,501-514,,,Taylor & Francis,London,"This paper presents an agent-based simulation framework for supply chain (SC) planning, introducing the notion of normative agent. The analysis of the relevant literature shows that most research works carried out in this area aim to handle specific problems and contexts. Although some methodologies and more generic solutions have been proposed, they are not able to cope with SCs in which regulation plays an important role, whether issued by a government agent or by an international institution. Several SCs, such as in the energy, food, chemical, and forestry areas, are highly regulated. Explicitly modelling the actors involved in the regulation of SCs using normative agents allowed us to evaluate the potential benefits of alternative strategies for planning of regulated SCs. The modelling of a biodiesel SC is presented as a case study."
